Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (pixels)	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Category Region ID	Distance from Tissue Category Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus CD19 (Opal 650) Min (Normalized Counts, Total Weighting)	Nucleus CD19 (Opal 650) Mean (Normalized Counts, Total Weighting)	Nucleus CD19 (Opal 650) Max (Normalized Counts, Total Weighting)	Nucleus CD19 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	Nucleus CD19 (Opal 650) Total (Normalized Counts, Total Weighting)	Nucleus CD3 (Opal 520) Min (Normalized Counts, Total Weighting)	Nucleus CD3 (Opal 520) Mean (Normalized Counts, Total Weighting)	Nucleus CD3 (Opal 520) Max (Normalized Counts, Total Weighting)	Nucleus CD3 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	Nucleus CD3 (Opal 520) Total (Normalized Counts, Total Weighting)	Nucleus CD14 (Opal 540) Min (Normalized Counts, Total Weighting)	Nucleus CD14 (Opal 540) Mean (Normalized Counts, Total Weighting)	Nucleus CD14 (Opal 540) Max (Normalized Counts, Total Weighting)	Nucleus CD14 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Nucleus CD14 (Opal 540) Total (Normalized Counts, Total Weighting)	Nucleus CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	Nucleus CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	Nucleus CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	Nucleus CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	Nucleus CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	Nucleus HLADR (Opal 690) Min (Normalized Counts, Total Weighting)	Nucleus HLADR (Opal 690) Mean (Normalized Counts, Total Weighting)	Nucleus HLADR (Opal 690) Max (Normalized Counts, Total Weighting)	Nucleus HLADR (Opal 690) Std Dev (Normalized Counts, Total Weighting)	Nucleus HLADR (Opal 690) Total (Normalized Counts, Total Weighting)	Nucleus CK (Opal 570) Min (Normalized Counts, Total Weighting)	Nucleus CK (Opal 570) Mean (Normalized Counts, Total Weighting)	Nucleus CK (Opal 570) Max (Normalized Counts, Total Weighting)	Nucleus CK (Opal 570) Std Dev (Normalized Counts, Total Weighting)	Nucleus CK (Opal 570) Total (Normalized Counts, Total Weighting)	Nucleus DAPI (DAPI) Min (Normalized Counts, Total Weighting)	Nucleus DAPI (DAPI) Mean (Normalized Counts, Total Weighting)	Nucleus DAPI (DAPI) Max (Normalized Counts, Total Weighting)	Nucleus DAPI (DAPI) Std Dev (Normalized Counts, Total Weighting)	Nucleus DAPI (DAPI) Total (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Min (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Mean (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Max (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Nucleus Autofluorescence Total (Normalized Counts, Total Weighting)	Membrane Area (pixels)	Membrane Area (percent)	Membrane Compactness	Membrane Minor Axis	Membrane Major Axis	Membrane Axis Ratio	Membrane CD19 (Opal 650) Min (Normalized Counts, Total Weighting)	Membrane CD19 (Opal 650) Mean (Normalized Counts, Total Weighting)	Membrane CD19 (Opal 650) Max (Normalized Counts, Total Weighting)	Membrane CD19 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	Membrane CD19 (Opal 650) Total (Normalized Counts, Total Weighting)	Membrane CD3 (Opal 520) Min (Normalized Counts, Total Weighting)	Membrane CD3 (Opal 520) Mean (Normalized Counts, Total Weighting)	Membrane CD3 (Opal 520) Max (Normalized Counts, Total Weighting)	Membrane CD3 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	Membrane CD3 (Opal 520) Total (Normalized Counts, Total Weighting)	Membrane CD14 (Opal 540) Min (Normalized Counts, Total Weighting)	Membrane CD14 (Opal 540) Mean (Normalized Counts, Total Weighting)	Membrane CD14 (Opal 540) Max (Normalized Counts, Total Weighting)	Membrane CD14 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Membrane CD14 (Opal 540) Total (Normalized Counts, Total Weighting)	Membrane CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	Membrane CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	Membrane CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	Membrane CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	Membrane CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	Membrane HLADR (Opal 690) Min (Normalized Counts, Total Weighting)	Membrane HLADR (Opal 690) Mean (Normalized Counts, Total Weighting)	Membrane HLADR (Opal 690) Max (Normalized Counts, Total Weighting)	Membrane HLADR (Opal 690) Std Dev (Normalized Counts, Total Weighting)	Membrane HLADR (Opal 690) Total (Normalized Counts, Total Weighting)	Membrane CK (Opal 570) Min (Normalized Counts, Total Weighting)	Membrane CK (Opal 570) Mean (Normalized Counts, Total Weighting)	Membrane CK (Opal 570) Max (Normalized Counts, Total Weighting)	Membrane CK (Opal 570) Std Dev (Normalized Counts, Total Weighting)	Membrane CK (Opal 570) Total (Normalized Counts, Total Weighting)	Membrane DAPI (DAPI) Min (Normalized Counts, Total Weighting)	Membrane DAPI (DAPI) Mean (Normalized Counts, Total Weighting)	Membrane DAPI (DAPI) Max (Normalized Counts, Total Weighting)	Membrane DAPI (DAPI) Std Dev (Normalized Counts, Total Weighting)	Membrane DAPI (DAPI) Total (Normalized Counts, Total Weighting)	Membrane Autofluorescence Min (Normalized Counts, Total Weighting)	Membrane Autofluorescence Mean (Normalized Counts, Total Weighting)	Membrane Autofluorescence Max (Normalized Counts, Total Weighting)	Membrane Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Membrane Autofluorescence Total (Normalized Counts, Total Weighting)	Entire Cell Area (pixels)	Entire Cell Area (percent)	Entire Cell Compactness	Entire Cell Minor Axis	Entire Cell Major Axis	Entire Cell Axis Ratio	Entire Cell CD19 (Opal 650) Min (Normalized Counts, Total Weighting)	Entire Cell CD19 (Opal 650) Mean (Normalized Counts, Total Weighting)	Entire Cell CD19 (Opal 650) Max (Normalized Counts, Total Weighting)	Entire Cell CD19 (Opal 650) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CD19 (Opal 650) Total (Normalized Counts, Total Weighting)	Entire Cell CD3 (Opal 520) Min (Normalized Counts, Total Weighting)	Entire Cell CD3 (Opal 520) Mean (Normalized Counts, Total Weighting)	Entire Cell CD3 (Opal 520) Max (Normalized Counts, Total Weighting)	Entire Cell CD3 (Opal 520) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CD3 (Opal 520) Total (Normalized Counts, Total Weighting)	Entire Cell CD14 (Opal 540) Min (Normalized Counts, Total Weighting)	Entire Cell CD14 (Opal 540) Mean (Normalized Counts, Total Weighting)	Entire Cell CD14 (Opal 540) Max (Normalized Counts, Total Weighting)	Entire Cell CD14 (Opal 540) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CD14 (Opal 540) Total (Normalized Counts, Total Weighting)	Entire Cell CD8 (Opal 620) Min (Normalized Counts, Total Weighting)	Entire Cell CD8 (Opal 620) Mean (Normalized Counts, Total Weighting)	Entire Cell CD8 (Opal 620) Max (Normalized Counts, Total Weighting)	Entire Cell CD8 (Opal 620) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CD8 (Opal 620) Total (Normalized Counts, Total Weighting)	Entire Cell HLADR (Opal 690) Min (Normalized Counts, Total Weighting)	Entire Cell HLADR (Opal 690) Mean (Normalized Counts, Total Weighting)	Entire Cell HLADR (Opal 690) Max (Normalized Counts, Total Weighting)	Entire Cell HLADR (Opal 690) Std Dev (Normalized Counts, Total Weighting)	Entire Cell HLADR (Opal 690) Total (Normalized Counts, Total Weighting)	Entire Cell CK (Opal 570) Min (Normalized Counts, Total Weighting)	Entire Cell CK (Opal 570) Mean (Normalized Counts, Total Weighting)	Entire Cell CK (Opal 570) Max (Normalized Counts, Total Weighting)	Entire Cell CK (Opal 570) Std Dev (Normalized Counts, Total Weighting)	Entire Cell CK (Opal 570) Total (Normalized Counts, Total Weighting)	Entire Cell DAPI (DAPI) Min (Normalized Counts, Total Weighting)	Entire Cell DAPI (DAPI) Mean (Normalized Counts, Total Weighting)	Entire Cell DAPI (DAPI) Max (Normalized Counts, Total Weighting)	Entire Cell DAPI (DAPI) Std Dev (Normalized Counts, Total Weighting)	Entire Cell DAPI (DAPI) Total (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Min (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Mean (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Max (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Std Dev (Normalized Counts, Total Weighting)	Entire Cell Autofluorescence Total (Normalized Counts, Total Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.7174.15475
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor		1				529.0	4.0	#N/A	#N/A	1	#N/A	72.0	0.01%	0.78	8.02	11.01	1.37	0.000	0.055	0.136	0.030	3.947	0.000	0.068	0.137	0.034	4.890	0.000	0.132	0.597	0.101	9.531	0.000	0.113	0.527	0.119	8.163	0.000	0.016	0.076	0.014	1.140	0.435	0.746	1.702	0.258	53.724	1.953	4.375	7.738	1.441	315.005	0.000	0.288	0.925	0.290	20.758	30.0	0.00%	0.42	11.06	18.01	1.63	0.000	0.062	0.197	0.042	1.870	0.000	0.028	0.077	0.022	0.843	0.000	0.085	0.212	0.066	2.550	0.000	0.066	0.247	0.074	1.972	0.000	0.020	0.061	0.015	0.595	0.375	1.265	2.792	0.764	37.940	0.156	0.859	2.311	0.619	25.783	0.283	0.728	1.155	0.224	21.832	102.0	0.01%	0.31	12.04	18.01	1.50	0.000	0.057	0.197	0.034	5.817	0.000	0.056	0.137	0.036	5.733	0.000	0.118	0.597	0.094	12.080	0.000	0.099	0.527	0.109	10.135	0.000	0.017	0.076	0.015	1.735	0.375	0.899	2.792	0.520	91.663	0.156	3.341	7.738	2.040	340.788	0.000	0.418	1.155	0.337	42.590		#16 3-171-807	0	0	0	0		
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor		2				596.0	3.0	#N/A	#N/A	1	#N/A	96.0	0.01%	0.57	7.02	18.00	2.56	0.000	0.033	0.094	0.023	3.147	0.000	0.043	0.115	0.019	4.153	0.000	0.098	0.195	0.048	9.375	0.000	0.071	0.278	0.065	6.808	0.000	0.015	0.078	0.016	1.483	0.323	0.844	2.779	0.438	81.048	1.551	4.105	5.886	0.978	394.083	0.000	0.036	0.627	0.100	3.502	34.0	0.00%	0.37	10.01	24.00	2.40	0.000	0.056	0.168	0.043	1.905	0.000	0.024	0.117	0.027	0.823	0.000	0.083	0.321	0.084	2.810	0.000	0.083	0.533	0.115	2.816	0.000	0.018	0.041	0.015	0.623	0.153	0.609	2.622	0.701	20.690	0.000	0.136	0.783	0.170	4.641	0.167	0.730	1.323	0.352	24.807	130.0	0.01%	0.26	11.03	24.00	2.18	0.000	0.039	0.168	0.031	5.052	0.000	0.038	0.117	0.023	4.976	0.000	0.094	0.321	0.060	12.185	0.000	0.074	0.533	0.080	9.623	0.000	0.016	0.078	0.016	2.106	0.153	0.783	2.779	0.527	101.738	0.000	3.067	5.886	1.943	398.724	0.000	0.218	1.323	0.364	28.309		#16 3-171-807	0	0	0	0		
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor		3				636.0	4.0	#N/A	#N/A	1	#N/A	91.0	0.01%	0.79	9.04	12.02	1.33	0.000	0.073	0.261	0.042	6.620	0.000	0.068	0.145	0.030	6.193	0.000	0.120	0.228	0.050	10.886	0.000	0.128	0.302	0.069	11.615	0.000	0.007	0.039	0.009	0.610	0.145	0.640	1.653	0.327	58.273	1.794	5.242	7.742	1.324	477.011	0.000	0.148	0.920	0.208	13.433	32.0	0.00%	0.39	12.04	19.02	1.58	0.000	0.049	0.128	0.032	1.553	0.000	0.019	0.055	0.017	0.607	0.000	0.057	0.144	0.048	1.810	0.000	0.062	0.210	0.059	1.973	0.000	0.016	0.049	0.012	0.505	0.124	0.611	1.588	0.379	19.566	0.000	0.209	0.595	0.146	6.693	0.290	0.738	1.516	0.346	23.606	123.0	0.01%	0.32	13.06	19.02	1.46	0.000	0.066	0.261	0.041	8.172	0.000	0.055	0.145	0.035	6.800	0.000	0.103	0.228	0.056	12.697	0.000	0.110	0.302	0.073	13.588	0.000	0.009	0.049	0.011	1.115	0.124	0.633	1.653	0.340	77.839	0.000	3.933	7.742	2.493	483.704	0.000	0.301	1.516	0.361	37.039		#16 3-171-807	0	0	0	0		
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Other	Other+	4				695.0	4.0	#N/A	#N/A	10	#N/A	117.0	0.03%	0.64	9.02	17.05	1.89	0.000	0.050	0.117	0.026	5.900	0.000	0.040	0.097	0.021	4.679	0.000	0.109	0.409	0.078	12.809	0.000	0.104	0.822	0.105	12.127	0.000	0.014	0.049	0.012	1.622	0.000	0.122	0.367	0.088	14.225	2.876	6.940	17.543	3.392	811.930	0.000	0.096	1.605	0.243	11.221	42.0	0.01%	0.30	12.08	25.99	2.15	0.000	0.038	0.124	0.032	1.591	0.000	0.027	0.098	0.029	1.146	0.000	0.103	0.358	0.074	4.314	0.000	0.051	0.205	0.056	2.141	0.000	0.019	0.045	0.011	0.798	0.000	0.285	0.778	0.176	11.977	0.230	2.114	17.992	4.280	88.770	0.000	0.552	1.571	0.387	23.189	159.0	0.04%	0.25	13.02	26.02	2.00	0.000	0.047	0.124	0.028	7.491	0.000	0.037	0.098	0.024	5.825	0.000	0.108	0.409	0.077	17.124	0.000	0.090	0.822	0.097	14.268	0.000	0.015	0.049	0.012	2.420	0.000	0.165	0.778	0.138	26.201	0.230	5.665	17.992	4.214	900.700	0.000	0.216	1.605	0.350	34.410		#16 3-171-807	0	0	0	0	99.56%	
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor		5				817.0	3.0	#N/A	#N/A	1	#N/A	105.0	0.01%	0.62	7.05	18.01	2.55	0.000	0.077	0.193	0.042	8.112	0.000	0.043	0.096	0.019	4.527	0.000	0.101	0.442	0.071	10.584	0.000	0.117	0.405	0.087	12.244	0.000	0.015	0.054	0.015	1.595	0.189	0.772	3.519	0.637	81.042	2.715	6.320	8.928	1.538	663.643	0.000	0.061	0.576	0.147	6.392	33.0	0.00%	0.38	10.05	24.01	2.39	0.000	0.067	0.248	0.060	2.221	0.000	0.009	0.087	0.018	0.283	0.000	0.090	0.329	0.090	2.986	0.000	0.048	0.328	0.079	1.574	0.000	0.016	0.056	0.016	0.519	0.856	3.837	6.003	1.451	126.617	0.065	0.378	2.328	0.410	12.489	0.009	0.610	0.983	0.248	20.121	138.0	0.01%	0.28	11.02	24.00	2.18	0.000	0.075	0.248	0.047	10.333	0.000	0.035	0.096	0.024	4.811	0.000	0.098	0.442	0.076	13.570	0.000	0.100	0.405	0.090	13.817	0.000	0.015	0.056	0.015	2.115	0.189	1.505	6.003	1.588	207.659	0.065	4.900	8.928	2.882	676.132	0.000	0.192	0.983	0.293	26.513		#16 3-171-807	0	0	0	0		
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor		6				1113.0	4.0	#N/A	#N/A	1	#N/A	75.0	0.01%	0.73	8.04	12.02	1.49	0.000	0.100	0.309	0.060	7.468	0.003	0.060	0.131	0.028	4.475	0.021	0.173	0.407	0.073	12.958	0.016	0.144	0.557	0.090	10.781	0.000	0.027	0.078	0.020	2.013	0.054	0.288	0.925	0.156	21.619	1.899	4.364	7.245	1.247	327.305	0.000	0.312	1.163	0.363	23.387	29.0	0.00%	0.43	11.01	19.00	1.73	0.000	0.062	0.163	0.044	1.794	0.000	0.040	0.100	0.030	1.157	0.000	0.131	0.338	0.080	3.789	0.000	0.107	0.457	0.117	3.093	0.000	0.028	0.067	0.018	0.808	0.169	0.486	0.900	0.200	14.098	0.232	0.556	2.587	0.431	16.120	0.000	0.973	1.683	0.365	28.222	104.0	0.01%	0.31	12.05	19.01	1.58	0.000	0.089	0.309	0.058	9.262	0.000	0.054	0.131	0.030	5.632	0.000	0.161	0.407	0.077	16.747	0.000	0.133	0.557	0.099	13.874	0.000	0.027	0.078	0.020	2.821	0.054	0.343	0.925	0.190	35.717	0.232	3.302	7.245	2.028	343.425	0.000	0.496	1.683	0.469	51.609		#16 3-171-807	0	0	0	0		
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor		7				1253.0	2.0	#N/A	#N/A	1	#N/A	51.0	0.01%	0.71	5.05	12.02	2.38	0.000	0.053	0.102	0.028	2.710	0.000	0.064	0.103	0.019	3.281	0.000	0.100	0.325	0.061	5.113	0.000	0.123	0.372	0.088	6.270	0.000	0.014	0.066	0.016	0.718	0.000	0.206	0.394	0.104	10.517	2.052	9.188	13.399	2.779	468.607	0.000	0.068	0.872	0.205	3.466	31.0	0.00%	0.41	6.01	21.04	3.50	0.000	0.046	0.080	0.023	1.438	0.000	0.045	0.095	0.027	1.403	0.000	0.112	0.269	0.071	3.487	0.000	0.098	0.307	0.084	3.026	0.000	0.016	0.053	0.014	0.490	0.059	0.364	0.889	0.183	11.297	0.364	2.593	6.633	1.533	80.376	0.000	0.128	0.984	0.217	3.965	82.0	0.01%	0.38	6.92	21.22	3.07	0.000	0.051	0.102	0.026	4.148	0.000	0.057	0.103	0.024	4.684	0.000	0.105	0.325	0.065	8.600	0.000	0.113	0.372	0.087	9.296	0.000	0.015	0.066	0.015	1.208	0.000	0.266	0.889	0.158	21.814	0.364	6.695	13.399	3.999	548.983	0.000	0.091	0.984	0.211	7.431		#16 3-171-807	0	0	0	0		
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor	Other+	8				246.0	13.0	#N/A	#N/A	1	#N/A	81.0	0.01%	0.79	8.00	12.00	1.50	0.000	0.050	0.116	0.030	4.084	0.000	0.059	0.113	0.019	4.739	0.000	0.099	0.218	0.050	8.000	0.000	0.109	0.294	0.064	8.836	0.000	0.024	0.060	0.017	1.933	0.123	0.441	0.804	0.143	35.739	7.749	15.485	20.650	3.486	1254.299	0.000	0.021	0.878	0.115	1.740	54.0	0.01%	0.23	17.16	19.64	1.14	0.000	0.053	0.207	0.054	2.873	0.000	0.015	0.079	0.021	0.820	0.000	0.116	0.409	0.100	6.239	0.000	0.146	0.579	0.149	7.890	0.000	0.027	0.129	0.027	1.483	0.000	2.224	7.781	2.282	120.104	0.053	0.303	0.664	0.131	16.354	0.041	0.549	1.076	0.236	29.669	135.0	0.01%	0.21	17.18	19.63	1.14	0.000	0.052	0.207	0.041	6.957	0.000	0.041	0.113	0.029	5.559	0.000	0.105	0.409	0.074	14.239	0.000	0.124	0.579	0.107	16.726	0.000	0.025	0.129	0.022	3.416	0.000	1.154	7.781	1.685	155.844	0.053	9.412	20.650	7.937	1270.652	0.000	0.233	1.076	0.312	31.409		#16 3-171-807	0	0	0	0	80.70%	
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor	Other+	9				1035.0	13.0	#N/A	#N/A	1	#N/A	67.0	0.01%	0.69	8.91	10.80	1.21	0.000	0.065	0.193	0.045	4.336	0.000	0.048	0.094	0.024	3.197	0.000	0.128	0.508	0.100	8.559	0.000	0.108	0.473	0.081	7.242	0.000	0.030	0.079	0.019	2.016	0.007	0.171	0.534	0.103	11.452	0.670	3.661	6.817	1.270	245.280	0.000	0.438	1.379	0.400	29.374	47.0	0.01%	0.27	14.45	19.34	1.34	0.000	0.059	0.146	0.043	2.755	0.000	0.027	0.073	0.020	1.281	0.000	0.075	0.275	0.064	3.505	0.000	0.107	1.044	0.173	5.024	0.000	0.018	0.050	0.011	0.846	0.000	0.247	0.622	0.126	11.615	0.293	0.705	1.791	0.309	33.147	0.256	0.896	1.563	0.329	42.123	114.0	0.01%	0.21	14.45	19.35	1.34	0.000	0.062	0.193	0.044	7.091	0.000	0.039	0.094	0.025	4.479	0.000	0.106	0.508	0.090	12.064	0.000	0.108	1.044	0.127	12.266	0.000	0.025	0.079	0.017	2.861	0.000	0.202	0.622	0.119	23.067	0.293	2.442	6.817	1.765	278.427	0.000	0.627	1.563	0.434	71.497		#16 3-171-807	0	0	0	0	95.56%	
C:\Users\johnsamb\Documents\02_Mayo_cohort	#16 3-171-807_[47172,14046].im3	Tumor	Other+	10				872.0	14.0	#N/A	#N/A	1	#N/A	93.0	0.01%	0.73	10.02	12.05	1.20	0.000	0.031	0.091	0.021	2.845	0.000	0.040	0.091	0.021	3.688	0.000	0.148	0.501	0.081	13.780	0.000	0.087	0.367	0.065	8.103	0.000	0.011	0.039	0.009	1.046	0.000	0.119	0.370	0.079	11.059	2.126	6.964	10.508	2.013	647.638	0.000	0.060	1.079	0.194	5.610	49.0	0.01%	0.26	16.57	20.10	1.21	0.000	0.029	0.108	0.029	1.437	0.000	0.012	0.050	0.015	0.605	0.000	0.076	0.242	0.061	3.718	0.000	0.049	0.336	0.074	2.396	0.000	0.016	0.071	0.013	0.771	0.000	0.228	0.696	0.153	11.160	0.087	0.283	0.579	0.087	13.883	0.099	0.677	1.283	0.272	33.155	142.0	0.02%	0.23	16.62	20.10	1.21	0.000	0.030	0.108	0.024	4.282	0.000	0.030	0.091	0.023	4.292	0.000	0.123	0.501	0.082	17.498	0.000	0.074	0.367	0.070	10.499	0.000	0.013	0.071	0.011	1.817	0.000	0.156	0.696	0.121	22.219	0.087	4.659	10.508	3.578	661.521	0.000	0.273	1.283	0.369	38.765		#16 3-171-807	0	0	0	0	98.27%	
